[4, 7, 4, 5, 7, 7, 7, 9, 9, 2, 2, 2, 2, 2, 2, 9, 9, 7, 7, 7, 5, 4, 7, 4]
[4, 6, 5, 4, 5, 9, 8, 4, 4, 2, 2, 2, 2, 2, 2, 4, 4, 8, 9, 5, 4, 5, 6, 4]
[6, 6, 9, 5, 4, 9, 9, 9, 4, 2, 2, 2, 2, 2, 2, 4, 9, 9, 9, 4, 5, 9, 6, 6]
[9, 7, 6, 6, 7, 7, 9, 8, 9, 2, 2, 2, 2, 2, 2, 9, 8, 9, 7, 7, 6, 6, 7, 9]
[6, 9, 6, 4, 4, 5, 4, 9, 9, 8, 7, 1, 1, 7, 8, 9, 9, 4, 5, 4, 4, 6, 9, 6]


OUTPUT: 

[6, 9, 6, 4, 4, 5, 4, 9, 9, 8, 7, 1, 1, 7, 8, 9, 9, 4, 5, 4, 4, 6, 9, 6]
[9, 7, 6, 6, 7, 7, 9, 8, 9, 4, 9, 8, 8, 9, 4, 9, 8, 9, 7, 7, 6, 6, 7, 9]
[6, 6, 9, 5, 4, 9, 9, 9, 4, 4, 9, 9, 9, 9, 4, 4, 9, 9, 9, 4, 5, 9, 6, 6]
[4, 6, 5, 4, 5, 9, 8, 4, 4, 1, 4, 9, 9, 4, 1, 4, 4, 8, 9, 5, 4, 5, 6, 4]
[4, 7, 4, 5, 7, 7, 7, 9, 9, 4, 8, 7, 7, 8, 4, 9, 9, 7, 7, 7, 5, 4, 7, 4]
[5, 7, 9, 9, 7, 9, 1, 8, 9, 9, 7, 7, 7, 7, 9, 9, 8, 1, 9, 7, 9, 9, 7, 5]
[4, 9, 9, 8, 7, 1, 1, 9, 9, 6, 7, 4, 4, 7, 6, 9, 9, 1, 1, 7, 8, 9, 9, 4]
[9, 8, 9, 4, 9, 8, 9, 1, 6, 9, 7, 6, 6, 7, 9, 6, 1, 9, 8, 9, 4, 9, 8, 9]
[9, 9, 4, 4, 9, 9, 9, 6, 1, 7, 7, 9, 9, 7, 7, 1, 6, 9, 9, 9, 4, 4, 9, 9]
[8, 4, 4, 1, 4, 9, 6, 9, 7, 6, 9, 6, 6, 9, 6, 7, 9, 6, 9, 4, 1, 4, 4, 8]
[7, 9, 9, 4, 8, 7, 7, 7, 7, 9, 6, 7, 7, 6, 9, 7, 7, 7, 7, 8, 4, 9, 9, 7]
[1, 8, 9, 9, 7, 7, 4, 6, 9, 6, 7, 1, 1, 7, 6, 9, 6, 4, 7, 7, 9, 9, 8, 1]
[1, 8, 9, 9, 7, 7, 4, 6, 9, 6, 7, 1, 1, 7, 6, 9, 6, 4, 7, 7, 9, 9, 8, 1]
[7, 9, 9, 4, 8, 7, 7, 7, 7, 9, 6, 7, 7, 6, 9, 7, 7, 7, 7, 8, 4, 9, 9, 7]
[8, 4, 4, 1, 4, 9, 6, 9, 7, 6, 9, 6, 6, 9, 6, 7, 9, 6, 9, 4, 1, 4, 4, 8]
[9, 9, 4, 4, 9, 9, 9, 6, 1, 7, 7, 9, 9, 7, 7, 1, 6, 9, 9, 9, 4, 4, 9, 9]
[9, 8, 9, 4, 9, 8, 9, 1, 6, 9, 7, 6, 6, 7, 9, 6, 1, 9, 8, 9, 4, 9, 8, 9]
[4, 9, 9, 8, 7, 1, 1, 9, 9, 6, 7, 4, 4, 7, 6, 9, 9, 1, 1, 7, 8, 9, 9, 4]
[5, 7, 9, 9, 7, 9, 1, 8, 9, 9, 7, 7, 7, 7, 9, 9, 8, 1, 9, 7, 9, 9, 7, 5]
[4, 7, 4, 5, 7, 7, 7, 9, 9, 4, 8, 7, 7, 8, 4, 9, 9, 7, 7, 7, 5, 4, 7, 4]
[4, 6, 5, 4, 5, 9, 8, 4, 4, 1, 4, 9, 9, 4, 1, 4, 4, 8, 9, 5, 4, 5, 6, 4]
[6, 6, 9, 5, 4, 9, 9, 9, 4, 4, 9, 9, 9, 9, 4, 4, 9, 9, 9, 4, 5, 9, 6, 6]
[9, 7, 6, 6, 7, 7, 9, 8, 9, 4, 9, 8, 8, 9, 4, 9, 8, 9, 7, 7, 6, 6, 7, 9]
[6, 9, 6, 4, 4, 5, 4, 9, 9, 8, 7, 1, 1, 7, 8, 9, 9, 4, 5, 4, 4, 6, 9, 6]


--Example 1-- 

 INPUT: 

[9, 5, 4, 1, 4, 6, 7, 1, 5, 7, 1, 7, 7, 1, 7, 5, 1, 7, 6, 4, 1, 4, 5, 9]
[5, 4, 4, 4, 9, 9, 1, 7, 1, 6, 7, 5, 5, 7, 6, 1, 7, 1, 9, 9, 4, 4, 4, 5]
[4, 4, 6, 5, 6, 4, 5, 1, 6, 7, 6, 4, 4, 6, 7, 6, 1, 5, 4, 6, 5, 6, 4, 4]
[1, 4, 5, 1, 4, 4, 2, 2, 7, 5, 7, 6, 6, 7, 5, 7, 6, 7, 4, 4, 1, 5, 4, 1]
[4, 9, 6, 4, 6, 6, 2, 2, 6, 7, 6, 6, 6, 6, 7, 6, 7, 1, 6, 6, 4, 6, 9, 4]
[6, 9, 4, 4, 6, 4, 2, 2, 4, 6, 6, 1, 1, 6, 6, 4, 5, 7, 4, 6, 4, 4, 9, 6]
[2, 2, 2, 2, 2, 7, 2, 2, 8, 5, 3, 6, 6, 3, 5, 8, 8, 5, 7, 1, 7, 5, 1, 7]
[2, 2, 2, 2, 2, 5, 8, 6, 6, 3, 3, 8, 8, 3, 3, 6, 6, 8, 5, 7, 6, 1, 7, 1]
[5, 1, 6, 7, 6, 4, 8, 6, 5, 5, 8, 6, 6, 8, 5, 5, 6, 8, 4, 6, 7, 6, 1, 5]
[7, 6, 7, 5, 7, 6, 5, 3, 5, 5, 8, 8, 8, 8, 5, 5, 3, 5, 6, 7, 5, 7, 6, 7]
[1, 7, 6, 7, 6, 6, 3, 3, 8, 8, 5, 5, 5, 5, 8, 8, 3, 3, 6, 6, 7, 6, 7, 1]
[7, 5, 4, 6, 6, 1, 6, 8, 6, 8, 5, 8, 8, 5, 8, 6, 8, 6, 1, 6, 6, 4, 5, 7]
[7, 5, 4, 6, 6, 1, 6, 8, 6, 8, 5, 8, 8, 5, 8, 6, 8, 6, 1, 6, 6, 4, 5, 7]
[1, 7, 6, 7, 6, 6, 3, 3, 8, 8, 5, 5, 5, 5, 8, 8, 3, 3, 6, 6, 7, 6, 7, 1]
[7, 6, 7, 5, 7, 6, 5, 3, 5, 5, 8, 8, 8, 8, 5, 5, 3, 5, 6, 7, 5, 7, 6, 7]
[5, 1, 6, 7, 6, 4, 8, 6, 5, 5, 8, 6, 6, 8, 5, 5, 6, 8, 4, 6, 7, 6, 1, 5]
[1, 7, 1, 6, 7, 5, 8, 6, 6, 3, 3, 8, 8, 3, 3, 6, 6, 8, 5, 7, 6, 1, 7, 1]
[7, 1, 5, 7, 1, 7, 5, 8, 8, 5, 3, 6, 6, 3, 5, 8, 8, 5, 7, 1, 7, 5, 1, 7]
[6, 9, 4, 4, 6, 4, 7, 5, 4, 6, 6, 1, 1, 6, 6, 4, 5, 7, 4, 6, 4, 4, 9, 6]
[4, 9, 6, 4, 6, 6, 1, 7, 6, 7, 6, 6, 6, 6, 7, 6, 7, 1, 6, 6, 4, 6, 9, 4]
[1, 4, 5, 1, 4, 4, 7, 6, 7, 5, 7, 6, 6, 7, 5, 7, 6, 7, 4, 4, 1, 5, 4, 1]
[4, 4, 6, 5, 6, 4, 5, 1, 6, 7, 6, 4, 4, 6, 7, 6, 1, 5, 4, 6, 5, 6, 4, 4]
[5, 4, 4, 4, 9, 9, 1, 7, 1, 6, 7, 5, 5, 7, 6, 1, 7, 1, 9, 9, 4, 4, 4, 5]
[9, 5, 4, 1, 4, 6, 7, 1, 5, 7, 1, 7, 7, 1, 7, 5, 1, 7, 6, 4, 1, 4, 5, 9]


OUTPUT: 

[9, 5, 4, 1, 4, 6, 7, 1, 5, 7, 1, 7, 7, 1, 7, 5, 1, 7, 6, 4, 1, 4, 5, 9]
[5, 4, 4, 4, 9, 9, 1, 7, 1, 6, 7, 5, 5, 7, 6, 1, 7, 1, 9, 9, 4, 4, 4, 5]
[4, 4, 6, 5, 6, 4, 5, 1, 6, 7, 6, 4, 4, 6, 7, 6, 1, 5, 4, 6, 5, 6, 4, 4]
[1, 4, 5, 1, 4, 4, 7, 6, 7, 5, 7, 6, 6, 7, 5, 7, 6, 7, 4, 4, 1, 5, 4, 1]
[4, 9, 6, 4, 6, 6, 1, 7, 6, 7, 6, 6, 6, 6, 7, 6, 7, 1, 6, 6, 4, 6, 9, 4]
[6, 9, 4, 4, 6, 4, 7, 5, 4, 6, 6, 1, 1, 6, 6, 4, 5, 7, 4, 6, 4, 4, 9, 6]
[7, 1, 5, 7, 1, 7, 5, 8, 8, 5, 3, 6, 6, 3, 5, 8, 8, 5, 7, 1, 7, 5, 1, 7]
[1, 7, 1, 6, 7, 5, 8, 6, 6, 3, 3, 8, 8, 3, 3, 6, 6, 8, 5, 7, 6, 1, 7, 1]
[5, 1, 6, 7, 6, 4, 8, 6, 5, 5, 8, 6, 6, 8, 5, 5, 6, 8, 4, 6, 7, 6, 1, 5]
[7, 6, 7, 5, 7, 6, 5, 3, 5, 5, 8, 8, 8, 8, 5, 5, 3, 5, 6, 7, 5, 7, 6, 7]
[1, 7, 6, 7, 6, 6, 3, 3, 8, 8, 5, 5, 5, 5, 8, 8, 3, 3, 6, 6, 7, 6, 7, 1]
[7, 5, 4, 6, 6, 1, 6, 8, 6, 8, 5, 8, 8, 5, 8, 6, 8, 6, 1, 6, 6, 4, 5, 7]
[7, 5, 4, 6, 6, 1, 6, 8, 6, 8, 5, 8, 8, 5, 8, 6, 8, 6, 1, 6, 6, 4, 5, 7]
[1, 7, 6, 7, 6, 6, 3, 3, 8, 8, 5, 5, 5, 5, 8, 8, 3, 3, 6, 6, 7, 6, 7, 1]
[7, 6, 7, 5, 7, 6, 5, 3, 5, 5, 8, 8, 8, 8, 5, 5, 3, 5, 6, 7, 5, 7, 6, 7]
[5, 1, 6, 7, 6, 4, 8, 6, 5, 5, 8, 6, 6, 8, 5, 5, 6, 8, 4, 6, 7, 6, 1, 5]
[1, 7, 1, 6, 7, 5, 8, 6, 6, 3, 3, 8, 8, 3, 3, 6, 6, 8, 5, 7, 6, 1, 7, 1]
[7, 1, 5, 7, 1, 7, 5, 8, 8, 5, 3, 6, 6, 3, 5, 8, 8, 5, 7, 1, 7, 5, 1, 7]
[6, 9, 4, 4, 6, 4, 7, 5, 4, 6, 6, 1, 1, 6, 6, 4, 5, 7, 4, 6, 4, 4, 9, 6]
[4, 9, 6, 4, 6, 6, 1, 7, 6, 7, 6, 6, 6, 6, 7, 6, 7, 1, 6, 6, 4, 6, 9, 4]
[1, 4, 5, 1, 4, 4, 7, 6, 7, 5, 7, 6, 6, 7, 5, 7, 6, 7, 4, 4, 1, 5, 4, 1]
[4, 4, 6, 5, 6, 4, 5, 1, 6, 7, 6, 4, 4, 6, 7, 6, 1, 5, 4, 6, 5, 6, 4, 4]
[5, 4, 4, 4, 9, 9, 1, 7, 1, 6, 7, 5, 5, 7, 6, 1, 7, 1, 9, 9, 4, 4, 4, 5]
[9, 5, 4, 1, 4, 6, 7, 1, 5, 7, 1, 7, 7, 1, 7, 5, 1, 7, 6, 4, 1, 4, 5, 9]


--Example 2-- 

 INPUT: 

[7, 9, 5, 5, 3, 5, 6, 9, 9, 9, 5, 6, 6, 5, 9, 9, 9, 6, 5, 3, 5, 5, 9, 7]
[9, 7, 5, 1, 5, 3, 9, 3, 8, 6, 6, 2, 2, 2, 6, 8, 3, 9, 3, 5, 1, 5, 7, 9]
[5, 5, 1, 3, 9, 3, 9, 8, 9, 5, 3, 2, 2, 2, 5, 9, 8, 9, 3, 9, 3, 1, 5, 5]
[5, 1, 3, 7, 9, 9, 9, 6, 5, 9, 6, 2, 2, 2, 9, 5, 6, 9, 9, 9, 7, 3, 1, 5]
[2, 2, 2, 2, 2, 9, 5, 6, 3, 6, 3, 2, 2, 2, 6, 3, 6, 5, 9, 3, 9, 9, 5, 3]
[2, 2, 2, 2, 2, 3, 6, 6, 3, 9, 8, 2, 2, 2, 9, 3, 6, 6, 3, 9, 9, 3, 3, 5]
[2, 2, 2, 2, 2, 6, 9, 7, 9, 9, 4, 2, 2, 2, 9, 9, 7, 9, 6, 5, 9, 9, 9, 6]
[2, 2, 2, 2, 2, 6, 7, 9, 9, 1, 1, 4, 4, 1, 1, 9, 9, 7, 6, 6, 6, 8, 3, 9]
[2, 2, 2, 2, 2, 3, 9, 9, 1, 7, 4, 3, 3, 4, 7, 1, 9, 9, 3, 3, 5, 9, 8, 9]
[2, 2, 2, 2, 2, 9, 9, 1, 7, 1, 9, 7, 7, 9, 1, 7, 2, 2, 2, 2, 9, 5, 6, 9]
[5, 6, 3, 6, 3, 8, 4, 1, 4, 9, 3, 9, 9, 3, 9, 4, 2, 2, 2, 2, 6, 3, 6, 5]
[6, 6, 3, 9, 8, 9, 4, 4, 3, 7, 9, 7, 7, 9, 7, 3, 2, 2, 2, 2, 9, 3, 6, 6]
[6, 6, 3, 9, 8, 9, 4, 4, 3, 7, 9, 7, 7, 9, 7, 3, 2, 2, 2, 2, 9, 3, 6, 6]
[5, 6, 3, 6, 3, 8, 2, 2, 2, 2, 2, 2, 9, 3, 9, 4, 2, 2, 2, 2, 6, 3, 6, 5]
[9, 6, 5, 9, 6, 9, 2, 2, 2, 2, 2, 2, 7, 9, 1, 7, 2, 2, 2, 2, 9, 5, 6, 9]
[9, 8, 9, 5, 3, 3, 2, 2, 2, 2, 2, 2, 3, 4, 7, 1, 9, 9, 3, 3, 5, 9, 8, 9]
[9, 3, 8, 6, 6, 6, 2, 2, 2, 2, 2, 2, 4, 1, 1, 9, 9, 7, 6, 6, 6, 8, 3, 9]
[6, 9, 9, 9, 5, 6, 9, 7, 9, 9, 4, 4, 4, 4, 9, 9, 7, 9, 6, 5, 9, 9, 9, 6]
[5, 3, 3, 9, 9, 3, 6, 6, 3, 9, 8, 9, 9, 8, 9, 3, 6, 6, 3, 9, 9, 3, 3, 5]
[3, 5, 9, 9, 3, 9, 5, 6, 3, 6, 3, 8, 8, 3, 6, 3, 6, 5, 9, 3, 9, 9, 5, 3]
[5, 1, 3, 7, 9, 9, 9, 6, 5, 9, 6, 9, 9, 6, 9, 5, 6, 9, 9, 9, 7, 3, 1, 5]
[5, 5, 1, 3, 9, 3, 9, 8, 9, 5, 3, 3, 3, 3, 5, 9, 8, 9, 3, 9, 3, 1, 5, 5]
[9, 7, 5, 1, 5, 3, 9, 3, 8, 6, 6, 6, 6, 6, 6, 8, 3, 9, 3, 5, 1, 5, 7, 9]
[7, 9, 5, 5, 3, 5, 6, 9, 9, 9, 5, 6, 6, 5, 9, 9, 9, 6, 5, 3, 5, 5, 9, 7]


OUTPUT: 

[7, 9, 5, 5, 3, 5, 6, 9, 9, 9, 5, 6, 6, 5, 9, 9, 9, 6, 5, 3, 5, 5, 9, 7]
[9, 7, 5, 1, 5, 3, 9, 3, 8, 6, 6, 6, 6, 6, 6, 8, 3, 9, 3, 5, 1, 5, 7, 9]
[5, 5, 1, 3, 9, 3, 9, 8, 9, 5, 3, 3, 3, 3, 5, 9, 8, 9, 3, 9, 3, 1, 5, 5]
[5, 1, 3, 7, 9, 9, 9, 6, 5, 9, 6, 9, 9, 6, 9, 5, 6, 9, 9, 9, 7, 3, 1, 5]
[3, 5, 9, 9, 3, 9, 5, 6, 3, 6, 3, 8, 8, 3, 6, 3, 6, 5, 9, 3, 9, 9, 5, 3]
[5, 3, 3, 9, 9, 3, 6, 6, 3, 9, 8, 9, 9, 8, 9, 3, 6, 6, 3, 9, 9, 3, 3, 5]
[6, 9, 9, 9, 5, 6, 9, 7, 9, 9, 4, 4, 4, 4, 9, 9, 7, 9, 6, 5, 9, 9, 9, 6]
[9, 3, 8, 6, 6, 6, 7, 9, 9, 1, 1, 4, 4, 1, 1, 9, 9, 7, 6, 6, 6, 8, 3, 9]
[9, 8, 9, 5, 3, 3, 9, 9, 1, 7, 4, 3, 3, 4, 7, 1, 9, 9, 3, 3, 5, 9, 8, 9]
[9, 6, 5, 9, 6, 9, 9, 1, 7, 1, 9, 7, 7, 9, 1, 7, 1, 9, 9, 6, 9, 5, 6, 9]
[5, 6, 3, 6, 3, 8, 4, 1, 4, 9, 3, 9, 9, 3, 9, 4, 1, 4, 8, 3, 6, 3, 6, 5]
[6, 6, 3, 9, 8, 9, 4, 4, 3, 7, 9, 7, 7, 9, 7, 3, 4, 4, 9, 8, 9, 3, 6, 6]
[6, 6, 3, 9, 8, 9, 4, 4, 3, 7, 9, 7, 7, 9, 7, 3, 4, 4, 9, 8, 9, 3, 6, 6]
[5, 6, 3, 6, 3, 8, 4, 1, 4, 9, 3, 9, 9, 3, 9, 4, 1, 4, 8, 3, 6, 3, 6, 5]
[9, 6, 5, 9, 6, 9, 9, 1, 7, 1, 9, 7, 7, 9, 1, 7, 1, 9, 9, 6, 9, 5, 6, 9]
[9, 8, 9, 5, 3, 3, 9, 9, 1, 7, 4, 3, 3, 4, 7, 1, 9, 9, 3, 3, 5, 9, 8, 9]
[9, 3, 8, 6, 6, 6, 7, 9, 9, 1, 1, 4, 4, 1, 1, 9, 9, 7, 6, 6, 6, 8, 3, 9]
[6, 9, 9, 9, 5, 6, 9, 7, 9, 9, 4, 4, 4, 4, 9, 9, 7, 9, 6, 5, 9, 9, 9, 6]
[5, 3, 3, 9, 9, 3, 6, 6, 3, 9, 8, 9, 9, 8, 9, 3, 6, 6, 3, 9, 9, 3, 3, 5]
[3, 5, 9, 9, 3, 9, 5, 6, 3, 6, 3, 8, 8, 3, 6, 3, 6, 5, 9, 3, 9, 9, 5, 3]
[5, 1, 3, 7, 9, 9, 9, 6, 5, 9, 6, 9, 9, 6, 9, 5, 6, 9, 9, 9, 7, 3, 1, 5]
[5, 5, 1, 3, 9, 3, 9, 8, 9, 5, 3, 3, 3, 3, 5, 9, 8, 9, 3, 9, 3, 1, 5, 5]
[9, 7, 5, 1, 5, 3, 9, 3, 8, 6, 6, 6, 6, 6, 6, 8, 3, 9, 3, 5, 1, 5, 7, 9]
[7, 9, 5, 5, 3, 5, 6, 9, 9, 9, 5, 6, 6, 5, 9, 9, 9, 6, 5, 3, 5, 5, 9, 7]


--Example 3-- 

 INPUT: 

[5, 9, 8, 6, 6, 5, 9, 5, 6, 6, 9, 9, 9, 9, 6, 6, 5, 9, 5, 6, 6, 8, 9, 5]
[9, 5, 8, 5, 5, 5, 5, 1, 4, 6, 9, 6, 6, 9, 6, 4, 1, 5, 5, 5, 5, 8, 5, 9]
[8, 8, 3, 3, 6, 8, 6, 4, 5, 9, 2, 2, 2, 2, 2, 5, 4, 6, 8, 6, 3, 3, 8, 8]
[6, 5, 3, 3, 9, 6, 6, 6, 9, 5, 2, 2, 2, 2, 2, 9, 6, 6, 6, 9, 3, 3, 5, 6]
[6, 5, 6, 9, 9, 9, 9, 9, 9, 5, 6, 6, 6, 6, 5, 9, 9, 9, 9, 9, 9, 6, 5, 6]
[5, 5, 8, 6, 9, 9, 9, 6, 1, 9, 6, 6, 6, 6, 9, 1, 6, 9, 9, 9, 6, 8, 5, 5]
[9, 5, 6, 6, 9, 9, 8, 7, 6, 6, 4, 7, 7, 4, 6, 6, 7, 8, 9, 9, 6, 6, 5, 9]
[5, 1, 4, 6, 9, 6, 7, 4, 7, 4, 4, 8, 8, 4, 4, 7, 4, 7, 6, 9, 6, 4, 1, 5]
[6, 4, 5, 9, 9, 1, 6, 7, 6, 8, 6, 8, 8, 6, 8, 6, 7, 6, 1, 9, 9, 5, 4, 6]
[6, 6, 9, 5, 5, 9, 6, 4, 8, 6, 6, 6, 6, 6, 6, 8, 4, 6, 9, 5, 5, 9, 6, 6]
[9, 9, 9, 5, 6, 6, 4, 4, 6, 6, 4, 6, 6, 2, 2, 2, 2, 2, 6, 6, 5, 9, 9, 9]
[9, 6, 1, 9, 6, 6, 7, 8, 8, 6, 6, 1, 1, 2, 2, 2, 2, 2, 6, 6, 9, 1, 6, 9]
[9, 6, 1, 9, 6, 6, 7, 8, 8, 6, 6, 1, 1, 2, 2, 2, 2, 2, 6, 6, 9, 1, 6, 9]
[9, 9, 9, 5, 6, 6, 4, 4, 6, 6, 4, 6, 6, 2, 2, 2, 2, 2, 6, 6, 5, 9, 9, 9]
[6, 6, 9, 5, 5, 9, 6, 4, 8, 6, 6, 6, 6, 2, 2, 2, 2, 2, 9, 5, 5, 9, 6, 6]
[6, 4, 5, 9, 9, 1, 6, 7, 6, 8, 6, 8, 8, 6, 8, 6, 7, 6, 1, 9, 9, 5, 4, 6]
[5, 1, 4, 6, 9, 6, 7, 4, 7, 4, 4, 8, 8, 4, 4, 7, 4, 7, 6, 9, 6, 4, 1, 5]
[9, 5, 6, 6, 9, 9, 8, 7, 6, 6, 4, 7, 7, 4, 6, 6, 7, 8, 9, 9, 6, 6, 5, 9]
[5, 5, 8, 6, 9, 9, 9, 6, 1, 9, 6, 6, 6, 6, 9, 1, 6, 9, 9, 9, 6, 8, 5, 5]
[6, 5, 6, 9, 9, 9, 9, 9, 9, 5, 6, 6, 6, 6, 5, 9, 9, 9, 9, 9, 9, 6, 5, 6]
[6, 5, 3, 3, 9, 6, 6, 6, 9, 5, 5, 9, 9, 5, 5, 9, 6, 6, 6, 9, 3, 3, 5, 6]
[8, 8, 3, 3, 6, 8, 6, 4, 5, 9, 9, 1, 1, 9, 9, 5, 4, 6, 8, 6, 3, 3, 8, 8]
[9, 5, 8, 5, 5, 5, 5, 1, 4, 6, 9, 6, 6, 9, 6, 4, 1, 5, 5, 5, 5, 8, 5, 9]
[5, 9, 8, 6, 6, 5, 9, 5, 6, 6, 9, 9, 9, 9, 6, 6, 5, 9, 5, 6, 6, 8, 9, 5]


OUTPUT: 

[5, 9, 8, 6, 6, 5, 9, 5, 6, 6, 9, 9, 9, 9, 6, 6, 5, 9, 5, 6, 6, 8, 9, 5]
[9, 5, 8, 5, 5, 5, 5, 1, 4, 6, 9, 6, 6, 9, 6, 4, 1, 5, 5, 5, 5, 8, 5, 9]
[8, 8, 3, 3, 6, 8, 6, 4, 5, 9, 9, 1, 1, 9, 9, 5, 4, 6, 8, 6, 3, 3, 8, 8]
[6, 5, 3, 3, 9, 6, 6, 6, 9, 5, 5, 9, 9, 5, 5, 9, 6, 6, 6, 9, 3, 3, 5, 6]
[6, 5, 6, 9, 9, 9, 9, 9, 9, 5, 6, 6, 6, 6, 5, 9, 9, 9, 9, 9, 9, 6, 5, 6]
[5, 5, 8, 6, 9, 9, 9, 6, 1, 9, 6, 6, 6, 6, 9, 1, 6, 9, 9, 9, 6, 8, 5, 5]
[9, 5, 6, 6, 9, 9, 8, 7, 6, 6, 4, 7, 7, 4, 6, 6, 7, 8, 9, 9, 6, 6, 5, 9]
[5, 1, 4, 6, 9, 6, 7, 4, 7, 4, 4, 8, 8, 4, 4, 7, 4, 7, 6, 9, 6, 4, 1, 5]
[6, 4, 5, 9, 9, 1, 6, 7, 6, 8, 6, 8, 8, 6, 8, 6, 7, 6, 1, 9, 9, 5, 4, 6]
[6, 6, 9, 5, 5, 9, 6, 4, 8, 6, 6, 6, 6, 6, 6, 8, 4, 6, 9, 5, 5, 9, 6, 6]
[9, 9, 9, 5, 6, 6, 4, 4, 6, 6, 4, 6, 6, 4, 6, 6, 4, 4, 6, 6, 5, 9, 9, 9]
[9, 6, 1, 9, 6, 6, 7, 8, 8, 6, 6, 1, 1, 6, 6, 8, 8, 7, 6, 6, 9, 1, 6, 9]
[9, 6, 1, 9, 6, 6, 7, 8, 8, 6, 6, 1, 1, 6, 6, 8, 8, 7, 6, 6, 9, 1, 6, 9]
[9, 9, 9, 5, 6, 6, 4, 4, 6, 6, 4, 6, 6, 4, 6, 6, 4, 4, 6, 6, 5, 9, 9, 9]
[6, 6, 9, 5, 5, 9, 6, 4, 8, 6, 6, 6, 6, 6, 6, 8, 4, 6, 9, 5, 5, 9, 6, 6]
[6, 4, 5, 9, 9, 1, 6, 7, 6, 8, 6, 8, 8, 6, 8, 6, 7, 6, 1, 9, 9, 5, 4, 6]
[5, 1, 4, 6, 9, 6, 7, 4, 7, 4, 4, 8, 8, 4, 4, 7, 4, 7, 6, 9, 6, 4, 1, 5]
[9, 5, 6, 6, 9, 9, 8, 7, 6, 6, 4, 7, 7, 4, 6, 6, 7, 8, 9, 9, 6, 6, 5, 9]
[5, 5, 8, 6, 9, 9, 9, 6, 1, 9, 6, 6, 6, 6, 9, 1, 6, 9, 9, 9, 6, 8, 5, 5]
